,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,tokens,tokens_fdist,normalized,tokens_stemmed
218,besok mau hangout sama tementemen ada yang mau ikut,"gaes, jadilah orang yang jujur dalam setiap tindakan yang kita lakuin, biar kita hidup dengan tenang hihi",gue lulus kuliah dgn predikat cumlaude gaes. kuncinya ya belajar yg rajin sama disiplin dalam hal apapun. bangga deh sama dir gue sendiri.,"kecewa banget sama diri gue sendiri, ga pernah bisa jadi apa yang gue dan keluarga gue harapin. selalu gagal buat memenuhi ekspektasi",diskusi intelktual tuh penting bgt loh gaes. bisa nambah wawasan sama bikin kita lebih terbuka sama pandangan yg beda,"['besok', 'mau', 'hangout', 'sama', 'tementemen', 'ada', 'yang', 'mau', 'ikut']","['besok', 'hangout', 'tementemen']","['besok', 'mau', 'hangout', 'sama', 'tementemen', 'ada', 'yang', 'mau', 'ikut']","['besok', 'mau', 'hangout', 'sama', 'tementemen', 'ada', 'yang', 'mau', 'ikut']"
219,pulang dari kajian dapat temen baru asik banget,"makasii ya kalian yang udah bantu donasi di musibah banjir kemarin, tetap jadi orang baik ya gaes",beresin tugas kuliah sebelum deadline itu bikin hidup tenang banget hehe. yok semangat kerjain tugasnya jgn di tunda-tunda,"marah bgt sama diri sendiri, marah juga sama keadaan, tapi ngga bisa ngapa-ngapain lagi buat ngubah semua in",gatau kenapa imajinasi gue kadang bisa liar banget. tapi justru dari situ bisa muncul ide-ide brilian yang ga pernah gue pikirin sebelumnya,"['pulang', 'dari', 'kajian', 'dapat', 'temen', 'baru', 'asik', 'banget']","['pulang', 'kajian', 'temen', 'asik', 'banget']","['pulang', 'dari', 'kajian', 'dapat', 'temen', 'baru', 'asik', 'banget']","['pulang', 'dari', 'kaji', 'dapat', 'temen', 'baru', 'asik', 'banget']"
220,malam ini bakal ada rapat himpunan seneng bgt akhirnya ketemu tementemen himpunan lagi walaupun rapatnya bakal lama huhu,"percaya ga si, kebaikan hati tuh bisa nular lohh, soo, daripada kita nyebarin berita hoax, mending kita nyebarin kebaikan","baru kali ini gue ngrasaain kerja di start-up ternyata dinamis banget, tiap hari ada aja yang baru. mesti belajar hal baru juga","lama kelamaan gue kecanduan buat terus ngehindar dari kenyataan, tapi yang terjadi kenyaataan tetep aja ngejar dan bikin gue stress",seni itu menurut gue medium terbaik buat mengekspresikan apa yang ada di hati sama pikiran kita. setiap karya pasti punya cerita yg unik,"['malam', 'ini', 'bakal', 'ada', 'rapat', 'himpunan', 'seneng', 'bgt', 'akhirnya', 'ketemu', 'tementemen', 'himpunan', 'lagi', 'walaupun', 'rapatnya', 'bakal', 'lama', 'huhu']","['malam', 'rapat', 'himpunan', 'seneng', 'bgt', 'ketemu', 'tementemen', 'himpunan', 'rapatnya', 'huhu']","['malam', 'ini', 'bakal', 'ada', 'rapat', 'himpunan', 'seneng', 'banget', 'akhirnya', 'ketemu', 'tementemen', 'himpunan', 'lagi', 'walaupun', 'rapatnya', 'bakal', 'lama', 'huhu']","['malam', 'ini', 'bakal', 'ada', 'rapat', 'himpun', 'neng', 'banget', 'akhir', 'ketemu', 'tementemen', 'himpun', 'lagi', 'walaupun', 'rapat', 'bakal', 'lama', 'huhu']"
221,ada yang mau ke alunalun kota sore ini,"udah lah, gausah kalian gausah banyak berantem di sosial media gaes, mending kalian baikan aja deh biar adem",jadi enterpreneur ternyata ga cuma ngatur ini itu. tapi mesti punya visi misi yang jelas juga. semoga usaha yang gue lagi kembangin bisa sukses dan bermanfaat buat banyak orang,"udah dalam fase hopeless, kosan berantakan, hidup berantakan udah ga peduli lagi sama keaadan gue sekarang",aku paling suka kalo baca-baca terkait buku filosofis. hal itu bikin gue mikir lebih dalam tentang kehidupan di dunia,"['ada', 'yang', 'mau', 'ke', 'alunalun', 'kota', 'sore', 'ini']","['alunalun', 'kota', 'sore']","['ada', 'yang', 'mau', 'ke', 'alunalun', 'kota', 'sore', 'ini']","['ada', 'yang', 'mau', 'ke', 'alunalun', 'kota', 'sore', 'ini']"
222,suka banget sama suasana pasar kalau pagi hari,"kalian kalo chat dosen/guru minimal kasi salam sama kenalin diri kalian ya, krn menurut gue etika tuh penting buat komunikasi","ngomong-ngomong soal apply kerja, jgn lupa buat siapin cv dan portofolio yang lengkap ya gaes. biar bisa lolos ke tahap selanjutnya, semangat","tiap hari udah mati rasa, hidup udah kaya zombie, ngga ada yang bener-bener bikin gue seneng","budaya itu sangat kaya dan beragam macamnya. makin kita terbuka sama budaya, makin kita bisa belajar banyak hal yg baru juga.","['suka', 'banget', 'sama', 'suasana', 'pasar', 'kalau', 'pagi', 'hari']","['suka', 'banget', 'suasana', 'pasar', 'pagi']","['suka', 'banget', 'sama', 'suasana', 'pasar', 'kalau', 'pagi', 'hari']","['suka', 'banget', 'sama', 'suasana', 'pasar', 'kalau', 'pagi', 'hari']"
223,ga ada yang bikin seneng kecuali dateng ke acara reunian,"gais, jgn lupa doain sodara kita yang ada di palestine ya, semoga mereka tetep dilindungi sama allah","pagi gaes, semangat buat jalanin hari yg padat, jangan lupa olahraga biar badan dan pikiran jadi fresh","hati aku hancur banget rasanya ga tersisa, rusak banget, gatau apakah gue masih bisa sembuh dan percaya lagi sama orang",anarki tuh sebenernya bukan berarti bisa bikin chaos. kadang kita juga butuh anarki buat ngebebasin diri kita dari sistem yg bikin kita tertekan,"['ga', 'ada', 'yang', 'bikin', 'seneng', 'kecuali', 'dateng', 'ke', 'acara', 'reunian']","['seneng', 'kecuali', 'dateng', 'acara', 'reunian']","['tidak', 'ada', 'yang', 'bikin', 'seneng', 'kecuali', 'dateng', 'ke', 'acara', 'reunian']","['tidak', 'ada', 'yang', 'bikin', 'neng', 'kecuali', 'dateng', 'ke', 'acara', 'reuni']"
224,suka deh kalau ada acara outdoor yang ramai,"gue tadi baru dapet rezeki dan gue juga abis sedekah, abis sedekah rasanya jadi tenang banget gais, jgn lupa bersedekah yaa hihi","kalian punya visi misi dalam hidup ga? penting loh gaes visi misi di kehidupan, jadi kita selalu inget tujuan dan fokus kita kemana. jangan lupa bersyukur di setiap moment",pusing banget semua masalah datang hampir ga ada ujungnya. tiap hari pasti ada aja yang bikin aku stress,"debat yang sehat itu perlu banget menurutku, jangan cuma maunya jadi pemenang. tapi kita juga mesti belajar dari sudut pandang lawan bicara kita","['suka', 'deh', 'kalau', 'ada', 'acara', 'outdoor', 'yang', 'ramai']","['suka', 'deh', 'acara', 'outdoor', 'ramai']","['suka', 'deh', 'kalau', 'ada', 'acara', 'outdoor', 'yang', 'ramai']","['suka', 'deh', 'kalau', 'ada', 'acara', 'outdoor', 'yang', 'ramai']"
225,gabisa tidur nih besok ikut acara gathering kantor cant waitt,"bentar lagi mau idul fitri, jangan lupa tunaikan zakat ya gaes. karena zakat itu wajib bagi kaum muslim",prestasi itu bagian dari hasil kerja keras dan disiplin kita gaes. semoga bisa terus nambah prestasi dan bermanfaat buat sekitar,"gue kalo ada masalah baru selalu panik, bingung harus ngapain. rasanya bener-bener di luar kendali gue","opini yang berani dan revolusioner kadang bisa bawa perubahan besar dlm perubahan loh gaess, jadi jgn takut buat beropini","['gabisa', 'tidur', 'nih', 'besok', 'ikut', 'acara', 'gathering', 'kantor', 'cant', 'waitt']","['gabisa', 'tidur', 'besok', 'acara', 'gathering', 'kantor', 'cant', 'waitt']","['gabisa', 'tidur', 'nih', 'besok', 'ikut', 'acara', 'gathering', 'kantor', 'cant', 'waitt']","['gabisa', 'tidur', 'nih', 'besok', 'ikut', 'acara', 'gathering', 'kantor', 'cant', 'waitt']"
226,siang ini ada workshop bakal dapet relasi baru asikk,"anak-anak yang kurang mampu tuh butuh bantuan kita juga loh, jadi kalau ada rezeki bisa nyisihkan rezeki kita ke mereka yaa","gue selalu siapin plan b buat antisipasi hal-hal yang ga terduga, lebih baik persiapan dulu daripada bingung kemudian hehe",apa yang gue pilih pasti gue bimbang dan ragu ngga pernah yakin sama pilihan gue sendiri. takut salah dan nyesel di akhir,gue tuh pengin jadi ilmuwan yang gak cuma ngikutin aturan. tapi gue jg berani buat berekperimen hal-hal baru ,"['siang', 'ini', 'ada', 'workshop', 'bakal', 'dapet', 'relasi', 'baru', 'asikk']","['siang', 'workshop', 'dapet', 'relasi', 'asikk']","['siang', 'ini', 'ada', 'workshop', 'bakal', 'dapet', 'relasi', 'baru', 'asikk']","['siang', 'ini', 'ada', 'workshop', 'bakal', 'dapet', 'relasi', 'baru', 'asikk']"
227,pagi ini gue olahraga bareng teman smp kalian bareng siapa,"gaes, ini kan lagi banyak perang saudara, mungkin kita bisa bantu doain buat mereka supaya mereka baik-baik aja dan perangnya cepet selese","kalian anak yg anak organisasi harus bikin antisipasi disetiap program yg kalian bikin, jadi biar biar punya rencana cadangan biar semua program kalian berjalan lancar","hidup gue di jugde terus sama orang, padahal mereka ga ngeri apa yang sebernernya terjadi sama diri gue. tau-tau nge judge aja",klimkas dari sebuah perjalanan menurut gue adalah momen dimana kita bisa merasa benar-benar hidup di tiap detik kehidupan kita dan bisa menikmatinya juga,"['pagi', 'ini', 'gue', 'olahraga', 'bareng', 'teman', 'smp', 'kalian', 'bareng', 'siapa']","['pagi', 'gue', 'olahraga', 'bareng', 'teman', 'smp', 'bareng']","['pagi', 'ini', 'saya', 'olahraga', 'bareng', 'teman', 'sampai', 'kalian', 'bareng', 'siapa']","['pagi', 'ini', 'saya', 'olahraga', 'bareng', 'teman', 'sampai', 'kalian', 'bareng', 'siapa']"
228,weekend ku jalanjalan ke tempat wisata bareng keluarga,"aku abis dapet cobaan, tapi aku berusaha buat sabar dan ikhlas dengan cobaan yang ada","gue bulan depan mau ikutan lomba, semangat terus tiap hari buat persiapan, latihan biar hasilnya maksimal. pulang bawa pulang gelar juara","kenapa sih diri gue selalu di bully dari kecil sampe sekarang, gue gatau apa yang salah dan aneh sama diri gue. rasanya ngga pernag ada yang berubah, tetep aja gue disudutin terus",kadang kalian ngerasa bosen ngga? bisa jadi kebosananan juga pertanda bahwa kita juga butuh perubahan sama tantangan yg baru di dalam kehidupan,"['weekend', 'ku', 'jalanjalan', 'ke', 'tempat', 'wisata', 'bareng', 'keluarga']","['weekend', 'ku', 'jalanjalan', 'wisata', 'bareng', 'keluarga']","['weekend', 'ku', 'jalanjalan', 'ke', 'tempat', 'wisata', 'bareng', 'keluarga']","['weekend', 'ku', 'jalanjalan', 'ke', 'tempat', 'wisata', 'bareng', 'keluarga']"
229,diundang acara lounching produk baru dari usaha temen,"kalian yang masih ribut sama temen kalian mending maaf-maaf an deh, hidup ini singkat buat ribut-ribut","gue aktif bgt anaknya di organisasi, dari organisasi gue belajar banyak tentang tanggung jawab dan kerjasama tim. semoga gue bisa kasih kontribusi yang maksimal","tiap kali liat cermin, kenapa diri gue selalu ngerasa kotor ya, ngga ada yang bisa bikin ngerasa lebih bersih",ilham itu sebenarnya bisa dateng dari mana aja. kadang hal-hal kecil yang biasa kita sepelein bisa jadi ilham yang gak kita sangka,"['diundang', 'acara', 'lounching', 'produk', 'baru', 'dari', 'usaha', 'temen']","['diundang', 'acara', 'lounching', 'produk', 'usaha', 'temen']","['diundang', 'acara', 'lounching', 'produk', 'baru', 'dari', 'usaha', 'temen']","['undang', 'acara', 'lounching', 'produk', 'baru', 'dari', 'usaha', 'temen']"
230,habis yoga tadi pagi diajak teman fresh bangett,"suka banget sama temen gue yang selalu positif vibes ke orang, bikin tenang ga si temenan sama dia","pagi ini gue abis selese meeting, semua tim disiplin dan juga fokus sama meetingnya. semoga proyek yg  lagi gue pegang bisa sukses besar.","gue moody an parah, perasaan gue naik turun ga jelas, kadang seneng , kadang sedih, tapi emang lebih sering sedihnya tanpa alasan yang jelas",merdeka itu ya punya kebabasan buat milih jalan hidup kita sendiri tanpa ada tekanan atau paksaan dari siapapun. jgn sampai hak merdeka kita di salah gunakan sama orang lain gaes,"['habis', 'yoga', 'tadi', 'pagi', 'diajak', 'teman', 'fresh', 'bangett']","['habis', 'yoga', 'pagi', 'diajak', 'teman', 'fresh', 'bangett']","['habis', 'yoga', 'tadi', 'pagi', 'diajak', 'teman', 'fresh', 'bangett']","['habis', 'yoga', 'tadi', 'pagi', 'ajak', 'teman', 'fresh', 'bangett']"
231,mengisi waktu libur dengan jalanjalan ke mall,"gaes, kalian kalo liat pengemis di jalan kadang kasian ga si?, pliss bantu mereka se mampu kalian aja gaes","karir itu perjalanan panjang, butuh kerja keras juga gaes. tetap semangat yaa dan jangan pernah menyerah","hidup gue kayanya banyak bgt bahayanya, tiap langkah yang gue ambil selalu aja ada masalah yang bikin gue tambah stress",gue kadang suka protes kalo misal ada hal yang dirasa menurut gue kurang sesuai. suara kita itu bisa jadi perubahan kalau disuarakan dengan tepat. jadi jangan takut buat bersuara,"['mengisi', 'waktu', 'libur', 'dengan', 'jalanjalan', 'ke', 'mall']","['mengisi', 'libur', 'jalanjalan', 'mall']","['mengisi', 'waktu', 'libur', 'dengan', 'jalanjalan', 'ke', 'mall']","['isi', 'waktu', 'libur', 'dengan', 'jalanjalan', 'ke', 'mall']"
232,jadi perwakilan sekolah buat hadir di acara bersihbersih lingkungan ketemu sama anak sekolah lain nambah temen banget,"gue baru aja dapet beasiswa, makasih ya buat kalian yang selama ini udah dukung dan doain gue ","perusahaan tempat gue kerja sekarang keren banget, semua karyawanya di fasilitasi bootcamp gratis, gue juga ikutan bootcamp biar ilmu gue makin upgrade","gamang banget, ga pernah yakin sama apa yang gue lakuin, selalu ngerasa ngga cukup dan ngga layak buat semua",pemberontakan itu ga selalu buruk yaa. kadang kita juga perlu ngerombak total sistem yang udah usang dan gak relavan lagi. asalkan hal itu disampaikan dengan baik juga,"['jadi', 'perwakilan', 'sekolah', 'buat', 'hadir', 'di', 'acara', 'bersihbersih', 'lingkungan', 'ketemu', 'sama', 'anak', 'sekolah', 'lain', 'nambah', 'temen', 'banget']","['perwakilan', 'sekolah', 'hadir', 'acara', 'bersihbersih', 'lingkungan', 'ketemu', 'anak', 'sekolah', 'nambah', 'temen', 'banget']","['jadi', 'perwakilan', 'sekolah', 'buat', 'hadir', 'di', 'acara', 'bersihbersih', 'lingkungan', 'ketemu', 'sama', 'anak', 'sekolah', 'lain', 'tambah', 'temen', 'banget']","['jadi', 'wakil', 'sekolah', 'buat', 'hadir', 'di', 'acara', 'bersihbersih', 'lingkung', 'ketemu', 'sama', 'anak', 'sekolah', 'lain', 'tambah', 'temen', 'banget']"
233,tadi ke pasar malam rame banget banyak jajanan yg dijual,"kebahagiaan itu sederhana, cukup dengan berbagi, jangan lupa berbagi ya gaes","gue lagi megang proyek yang besar dan banyak tantanganya juga, tapi kesempatan ini gue manfaatin buat berkembang. intinya tetap fokus.","gue pesimis banget sama masa depan gue, ngga ada yang pasti sampai sekarang. semua serba ngga jelas, bikin gue susah buat maju","kebebasan pendapat menurut gue juga masuk dalam seni, jadi kita juga harus berani menyuarakan apa yang kita yakini","['tadi', 'ke', 'pasar', 'malam', 'rame', 'banget', 'banyak', 'jajanan', 'yg', 'dijual']","['pasar', 'malam', 'rame', 'banget', 'jajanan', 'dijual']","['tadi', 'ke', 'pasar', 'malam', 'rame', 'banget', 'banyak', 'jajanan', 'yang', 'dijual']","['tadi', 'ke', 'pasar', 'malam', 'rame', 'banget', 'banyak', 'jajan', 'yang', 'jual']"
234,rapat bisnis tadi siang banyak membawa inspirasi dari orangorang yang sudah lama dalam dunia bisnis,"budayakan tolong menolong ya, biar bikin dunia jauh lebih baik","gue abis dapet jabatan baru dikantor, tanggung jawab baru juga bagi gue tapi gue makin semangat buat ngasih yang terbaik di kantor","kenapa hidup gue ditolak terus, entah itu dalam pekerjaan, percintaan bahkan pertemanan. selalu ngerasa ga cukup buat siapapun",gue selalu seneng dan kagum sama orang yang punya bakat artistik. mereka itu bisa melihat dunia dari sudut pandang yang berbeda dan punya pemikirannya sendiri,"['rapat', 'bisnis', 'tadi', 'siang', 'banyak', 'membawa', 'inspirasi', 'dari', 'orangorang', 'yang', 'sudah', 'lama', 'dalam', 'dunia', 'bisnis']","['rapat', 'bisnis', 'siang', 'membawa', 'inspirasi', 'orangorang', 'dunia', 'bisnis']","['rapat', 'bisnis', 'tadi', 'siang', 'banyak', 'membawa', 'inspirasi', 'dari', 'orangorang', 'yang', 'sudah', 'lama', 'dalam', 'dunia', 'bisnis']","['rapat', 'bisnis', 'tadi', 'siang', 'banyak', 'bawa', 'inspirasi', 'dari', 'orangorang', 'yang', 'sudah', 'lama', 'dalam', 'dunia', 'bisnis']"
235,bertemu banyak orang dalam acara donor darah,terimakasih buat tim medis yang udah berjuang menangani covid tanpa pamrih,"sukses itu bukan keberuntungan gaes, tapi hasil dari kerja keras dan fokus kita. yok gaes tetep berusaha biar sukses","akhirnya sakit hati terus tiap udah percaya sama orang, ending nya sama pasti dikecewai lagi dan lagi","gue suka banget diskusi tentang ide-ide yang progresif. rasanya tuh bisa nambah wawasan kita tentang isi dunia, dan juga bisa membua jendela baru yang lebih baik","['bertemu', 'banyak', 'orang', 'dalam', 'acara', 'donor', 'darah']","['bertemu', 'orang', 'acara', 'donor', 'darah']","['bertemu', 'banyak', 'orang', 'dalam', 'acara', 'donor', 'darah']","['temu', 'banyak', 'orang', 'dalam', 'acara', 'donor', 'darah']"
236,siap untuk menghadiri acara bedah buku besok pagi,jangan lupa ngucapin terimakasih yaa,"magang di instansi besar sebenernya berat banget tapi banyak juga pengalaman yang berharga, banyak belajar hal baru juga. kita bisa upgrade ilmu kita jauh lebih tinggi","kayanya ga mungkin juga hidup gue bisa berubah, mana semuanya udah terlalu berantakan buat gue perbaiki","tiap kali gue nonton film, gue selalu mikirin gimana proses film itu dibuat dan gimana kalau gue yang bikin film itu. kayaknya imajinasi dari produsernya banyak banget ga ada batasan","['siap', 'untuk', 'menghadiri', 'acara', 'bedah', 'buku', 'besok', 'pagi']","['menghadiri', 'acara', 'bedah', 'buku', 'besok', 'pagi']","['siap', 'untuk', 'menghadiri', 'acara', 'bedah', 'buku', 'besok', 'pagi']","['siap', 'untuk', 'hadir', 'acara', 'bedah', 'buku', 'besok', 'pagi']"
237,tadi di bis denger orang cerita tentang pacarnya yang selingkuh gue jadi pengin ikut nimbrung deh,hari ini gue baru belajar tentang betapa berhargaya rasa kemanusiaan,"kerja keras tiap hari demi masa depan yang lebih baik, jangan lupa tetep semangat dan fokus ","stress banget hidup gue, semua seakan-akan beban di hidup gue. ngga ada yang bisa bikin rileks atau tenang",kalian pernah ga lagi ngelamun terus tiba-tiba muncul ide baru? kadang tuh ide brilian muncul setiap kita ngelamun. makanya jangan remehkan kekuatan imajinasi,"['tadi', 'di', 'bis', 'denger', 'orang', 'cerita', 'tentang', 'pacarnya', 'yang', 'selingkuh', 'gue', 'jadi', 'pengin', 'ikut', 'nimbrung', 'deh']","['bis', 'denger', 'orang', 'cerita', 'pacarnya', 'selingkuh', 'gue', 'pengin', 'nimbrung', 'deh']","['tadi', 'di', 'Bus', 'denger', 'orang', 'cerita', 'tentang', 'pacarnya', 'yang', 'selingkuh', 'saya', 'jadi', 'pengin', 'ikut', 'nimbrung', 'deh']","['tadi', 'di', 'bus', 'denger', 'orang', 'cerita', 'tentang', 'pacar', 'yang', 'selingkuh', 'saya', 'jadi', 'pengin', 'ikut', 'nimbrung', 'deh']"
238,abis cerita ke temen gue kalo tadi di kampus gue ketemu sama orang yang udah lama gua suka hihi,"di masa sulit ini, yuk mending kita saling menguatkan satu sama lain","bentar lagi ujian, waktunya gue belajar lebih rajin. semoga hasilnya sesuai harapan","tiap kali gue bangkit, kenapa jatuh terus. ngga pernah berhasil buat gue keluar dari lingkaran kegagalan ini",pernah ga kalau kalian ngerasa tiba-tiba dapat inspirasi dari hal-hal sepele? hal itu yang bikin hidup kita penuh kejutan,"['abis', 'cerita', 'ke', 'temen', 'gue', 'kalo', 'tadi', 'di', 'kampus', 'gue', 'ketemu', 'sama', 'orang', 'yang', 'udah', 'lama', 'gua', 'suka', 'hihi']","['abis', 'cerita', 'temen', 'gue', 'kampus', 'gue', 'ketemu', 'orang', 'udah', 'gua', 'suka', 'hihi']","['abis', 'cerita', 'ke', 'temen', 'saya', 'kalau', 'tadi', 'di', 'kampus', 'saya', 'ketemu', 'sama', 'orang', 'yang', 'sudah', 'lama', 'gua', 'suka', 'hihi']","['abis', 'cerita', 'ke', 'temen', 'saya', 'kalau', 'tadi', 'di', 'kampus', 'saya', 'ketemu', 'sama', 'orang', 'yang', 'sudah', 'lama', 'gua', 'suka', 'hihi']"
239,tadi gue diundang ke acara ulangtahun nya mantan dan gua hadir disana agak gimana si tapi gue seneng krn gue ketemu sama tementemen gue juga,jangan lupa buat ngehargain orang lain yaa,"gue baru aja keterima kerja, suasana kantornya seru dan kerjanya juga dinamis banget. banyak tantangan juga, semoga bisa cepet beradaptasi","aku benci sama semua yang udah terjadi, benci juga sama keadaan, benci juga sama diri sendiri yang sampe sekarang gabisa buat ubah apa-apa","menurut gue, diskusi filosofis itu kayak makanan buat otak. bisa bikin kita lebih bijaksana dan terbuka","['tadi', 'gue', 'diundang', 'ke', 'acara', 'ulangtahun', 'nya', 'mantan', 'dan', 'gua', 'hadir', 'disana', 'agak', 'gimana', 'si', 'tapi', 'gue', 'seneng', 'krn', 'gue', 'ketemu', 'sama', 'tementemen', 'gue', 'juga']","['gue', 'diundang', 'acara', 'ulangtahun', 'mantan', 'gua', 'hadir', 'disana', 'gimana', 'gue', 'seneng', 'gue', 'ketemu', 'tementemen', 'gue']","['tadi', 'saya', 'diundang', 'ke', 'acara', 'ulangtahun', 'nya', 'mantan', 'dan', 'gua', 'hadir', 'disana', 'agak', 'bagaimana', 'si', 'tetapi', 'saya', 'seneng', 'karena', 'saya', 'ketemu', 'sama', 'tementemen', 'saya', 'juga']","['tadi', 'saya', 'undang', 'ke', 'acara', 'ulangtahun', 'nya', 'mantan', 'dan', 'gua', 'hadir', 'sana', 'agak', 'bagaimana', 'si', 'tetapi', 'saya', 'neng', 'karena', 'saya', 'ketemu', 'sama', 'tementemen', 'saya', 'juga']"
240,guys ada yang mau nemenin gua hangout gaa,gue suka banget sama orang yang selalu tulus dalam membantu sesama,menurut gue rajin belajar dan bekerja itu kunci kita buat menghadapi masa depan. jangan lupa buat tetep fokus,"kayanya hidup gue cmn buat nahan sakit aja deh sama kecewa, gue menderita terus ngga pernah ada rasa bahagianya sedikit pun","menurut gue revolusi tuh ga selalu tentang perang, kadang, itu cuman masalah peubahan kecil yang bikin perbedaan jadi besar","['guys', 'ada', 'yang', 'mau', 'nemenin', 'gua', 'hangout', 'gaa']","['guys', 'nemenin', 'gua', 'hangout', 'gaa']","['guys', 'ada', 'yang', 'mau', 'nemenin', 'gua', 'hangout', 'gaa']","['guys', 'ada', 'yang', 'mau', 'nemenin', 'gua', 'hangout', 'gaa']"
241,gue abis reunian dan ketemu tementemen lama gua gilaa nostalgia abiss,"jangan nilai sedekah dari apa yang kalian kasih, sedekah itu semampunya saja walaupun sedekah kecil, tapi bisa berdampak besar","berangkat kerja pagi-pagi, siap banget buat menghadapi hari dengan semangat.","malang banget nasib gue, udah usaha keras tapi tetep aja hasilnya sial terus, ga pernah tuh ada berhasil-berhasilnya",kalian pernah ga si bosan sama rutinitas kalian tiap hari? coba deh kalian cari hobi baru atau belajar hal yang baru. itu bisa jadi bikin hidup kita lebih berwarna,"['gue', 'abis', 'reunian', 'dan', 'ketemu', 'tementemen', 'lama', 'gua', 'gilaa', 'nostalgia', 'abiss']","['gue', 'abis', 'reunian', 'ketemu', 'tementemen', 'gua', 'gilaa', 'nostalgia', 'abiss']","['saya', 'abis', 'reunian', 'dan', 'ketemu', 'tementemen', 'lama', 'gua', 'gilaa', 'nostalgia', 'abiss']","['saya', 'abis', 'reuni', 'dan', 'ketemu', 'tementemen', 'lama', 'gua', 'gilaa', 'nostalgia', 'abiss']"
242,lagi jalanjalan di mall rame banget gais seru dehh,"gue percaya, kalau doa itu punya kekuatan besar","uang itu penting, tapi disiplin buat ngatur keuangan juga jauh lebih penting, bener ga gaes?. yuk belajar hemat hehe","males buat ngapa-ngapain, semua yang gue lakuin ngga ada gunanya, cuma bikin gue cape aja tanpa adanya hasil",dalam seni tuh ngga ada yang namanya bener atau salah. semua itu tentang bagaimana cari kita dalam mengekspresikan diri kita,"['lagi', 'jalanjalan', 'di', 'mall', 'rame', 'banget', 'gais', 'seru', 'dehh']","['jalanjalan', 'mall', 'rame', 'banget', 'gais', 'seru', 'dehh']","['lagi', 'jalanjalan', 'di', 'mall', 'rame', 'banget', 'gais', 'seru', 'dehh']","['lagi', 'jalanjalan', 'di', 'mall', 'rame', 'banget', 'gais', 'seru', 'dehh']"
243,seneng banget deh gua mau diajakin hiking sama tementemen gue,"gaes, open donasi yuu buat mereka yang lagi terdampak bencana alam ","kalian kalau kerja tipe orang yang gimana gaes? gue si jujur yang efisien, jadi gue bisa hemat waktu dan tenaga juga, ayo gaes belajar buat jadi yang lebih baik.","malu banget sama diri gue sendiri, ngga ada yang bisa gue banggain ke siapa-siapa, selalu gagal bahkan jadi beban buat orang lain",gue tuh suka banget sama konsep anarki yang positif. kita lebih bebas dalam berekspresi dan juga jadi diri sendiri tanpa adanya tekanan,"['seneng', 'banget', 'deh', 'gua', 'mau', 'diajakin', 'hiking', 'sama', 'tementemen', 'gue']","['seneng', 'banget', 'deh', 'gua', 'diajakin', 'hiking', 'tementemen', 'gue']","['seneng', 'banget', 'deh', 'gua', 'mau', 'diajakin', 'hiking', 'sama', 'tementemen', 'saya']","['neng', 'banget', 'deh', 'gua', 'mau', 'diajakin', 'hiking', 'sama', 'tementemen', 'saya']"
244,lagi hunting makanan nih guys di festival kuliner bareng temen gue makanananya enakenak kalian wajib dateng di tegal culinary festival,makasih buat kalian yang udah kontribusi dalam kebaikan,"belajar itu ga harus di kelas gaes, dengan melihat lingkungan sm fenomena sekitar aja kita udh bisa belajar, terutama pengalaman sehari-hari, semoga bisa terus nambah ilmu yaa",gue selalu ngga pede tiap tampil depan orang. selalu ngerasa ga cukup baik. takut banget ujung-ujungnya gue di judge mereka,"pernah ga kalian terinspirasi dari percakapan kalian sama temen walaupun kadang cuman cerita sederhana. kadang, percakapan itu bisa jadi cerita yang luar biasa","['lagi', 'hunting', 'makanan', 'nih', 'guys', 'di', 'festival', 'kuliner', 'bareng', 'temen', 'gue', 'makanananya', 'enakenak', 'kalian', 'wajib', 'dateng', 'di', 'tegal', 'culinary', 'festival']","['hunting', 'makanan', 'guys', 'festival', 'kuliner', 'bareng', 'temen', 'gue', 'makanananya', 'enakenak', 'wajib', 'dateng', 'tegal', 'culinary', 'festival']","['lagi', 'hunting', 'makanan', 'nih', 'guys', 'di', 'festival', 'kuliner', 'bareng', 'temen', 'saya', 'makanananya', 'enakenak', 'kalian', 'wajib', 'dateng', 'di', 'tegal', 'culinary', 'festival']","['lagi', 'hunting', 'makan', 'nih', 'guys', 'di', 'festival', 'kuliner', 'bareng', 'temen', 'saya', 'makanananya', 'enakenak', 'kalian', 'wajib', 'dateng', 'di', 'tegal', 'culinary', 'festival']"
