,No,Text,Label,tokens,tokens_fdist,normalized,tokens_stemmed
1539,1540,kirakira apa ya yang ada dipikiran seorang seniman saat buat lukisan karena gue selalu tertarik banget sama cerita di balik setiap lukisan yang dibuat,5,"['kirakira', 'apa', 'ya', 'yang', 'ada', 'dipikiran', 'seorang', 'seniman', 'saat', 'buat', 'lukisan', 'karena', 'gue', 'selalu', 'tertarik', 'banget', 'sama', 'cerita', 'di', 'balik', 'setiap', 'lukisan', 'yang', 'dibuat']","['kirakira', 'dipikiran', 'seniman', 'lukisan', 'gue', 'tertarik', 'banget', 'cerita', 'lukisan']","['kirakira', 'apa', 'ya', 'yang', 'ada', 'dipikiran', 'seorang', 'seniman', 'saat', 'buat', 'lukisan', 'karena', 'saya', 'selalu', 'tertarik', 'banget', 'sama', 'cerita', 'di', 'balik', 'setiap', 'lukisan', 'yang', 'dibuat']","['kirakira', 'apa', 'ya', 'yang', 'ada', 'pikir', 'orang', 'seniman', 'saat', 'buat', 'lukis', 'karena', 'saya', 'selalu', 'tarik', 'banget', 'sama', 'cerita', 'di', 'balik', 'tiap', 'lukis', 'yang', 'buat']"
1540,1541,gue percaya setiap orang pasti punya sisis artistik yang bisa dikembangkan kita hanya butuh kesempatan dan keberanian aja untuk mencoba,5,"['gue', 'percaya', 'setiap', 'orang', 'pasti', 'punya', 'sisis', 'artistik', 'yang', 'bisa', 'dikembangkan', 'kita', 'hanya', 'butuh', 'kesempatan', 'dan', 'keberanian', 'aja', 'untuk', 'mencoba']","['gue', 'percaya', 'orang', 'sisis', 'artistik', 'dikembangkan', 'butuh', 'kesempatan', 'keberanian', 'mencoba']","['saya', 'percaya', 'setiap', 'orang', 'pasti', 'punya', 'sisis', 'artistik', 'yang', 'bisa', 'dikembangkan', 'kita', 'hanya', 'butuh', 'kesempatan', 'dan', 'keberanian', 'saja', 'untuk', 'mencoba']","['saya', 'percaya', 'tiap', 'orang', 'pasti', 'punya', 'sis', 'artistik', 'yang', 'bisa', 'kembang', 'kita', 'hanya', 'butuh', 'sempat', 'dan', 'berani', 'saja', 'untuk', 'coba']"
1541,1542,kalian pernah mengamati keindahan alam di sekitar kalian ga dengan mengamati alam itu bisa bikin kita sadar berapa kreatifnya tuhan dalam menciptakan dunia,5,"['kalian', 'pernah', 'mengamati', 'keindahan', 'alam', 'di', 'sekitar', 'kalian', 'ga', 'dengan', 'mengamati', 'alam', 'itu', 'bisa', 'bikin', 'kita', 'sadar', 'berapa', 'kreatifnya', 'tuhan', 'dalam', 'menciptakan', 'dunia']","['mengamati', 'keindahan', 'alam', 'mengamati', 'alam', 'sadar', 'kreatifnya', 'tuhan', 'menciptakan', 'dunia']","['kalian', 'pernah', 'mengamati', 'keindahan', 'alam', 'di', 'sekitar', 'kalian', 'tidak', 'dengan', 'mengamati', 'alam', 'itu', 'bisa', 'bikin', 'kita', 'sadar', 'berapa', 'kreatifnya', 'tuhan', 'dalam', 'menciptakan', 'dunia']","['kalian', 'pernah', 'amat', 'indah', 'alam', 'di', 'sekitar', 'kalian', 'tidak', 'dengan', 'amat', 'alam', 'itu', 'bisa', 'bikin', 'kita', 'sadar', 'berapa', 'kreatif', 'tuhan', 'dalam', 'cipta', 'dunia']"
1542,1543,menurut gue eksperimen itu bisa jadi bagian terpenting dalam hidup loh kita ga akan tahu hasilnya kalau misal kita takut atau tidak pernah mencoba jadi jangan takut untuk bereksperimen atau mencoba hal baru,5,"['menurut', 'gue', 'eksperimen', 'itu', 'bisa', 'jadi', 'bagian', 'terpenting', 'dalam', 'hidup', 'loh', 'kita', 'ga', 'akan', 'tahu', 'hasilnya', 'kalau', 'misal', 'kita', 'takut', 'atau', 'tidak', 'pernah', 'mencoba', 'jadi', 'jangan', 'takut', 'untuk', 'bereksperimen', 'atau', 'mencoba', 'hal', 'baru']","['gue', 'eksperimen', 'terpenting', 'hidup', 'hasilnya', 'takut', 'mencoba', 'takut', 'bereksperimen', 'mencoba']","['menurut', 'saya', 'eksperimen', 'itu', 'bisa', 'jadi', 'bagian', 'terpenting', 'dalam', 'hidup', 'loh', 'kita', 'tidak', 'akan', 'tahu', 'hasilnya', 'kalau', 'misal', 'kita', 'takut', 'atau', 'tidak', 'pernah', 'mencoba', 'jadi', 'jangan', 'takut', 'untuk', 'bereksperimen', 'atau', 'mencoba', 'hal', 'baru']","['turut', 'saya', 'eksperimen', 'itu', 'bisa', 'jadi', 'bagi', 'penting', 'dalam', 'hidup', 'loh', 'kita', 'tidak', 'akan', 'tahu', 'hasil', 'kalau', 'misal', 'kita', 'takut', 'atau', 'tidak', 'pernah', 'coba', 'jadi', 'jangan', 'takut', 'untuk', 'eksperimen', 'atau', 'coba', 'hal', 'baru']"
1543,1544,dari hasil survey gue ke seniman dalam seni itu kita dituntuk buat ngelakuin eksperimen tanpa batas makanya itu yang bikin seni selalu menarik untuk di eksplorasi,5,"['dari', 'hasil', 'survey', 'gue', 'ke', 'seniman', 'dalam', 'seni', 'itu', 'kita', 'dituntuk', 'buat', 'ngelakuin', 'eksperimen', 'tanpa', 'batas', 'makanya', 'itu', 'yang', 'bikin', 'seni', 'selalu', 'menarik', 'untuk', 'di', 'eksplorasi']","['hasil', 'survey', 'gue', 'seniman', 'seni', 'dituntuk', 'ngelakuin', 'eksperimen', 'batas', 'seni', 'menarik', 'eksplorasi']","['dari', 'hasil', 'survey', 'saya', 'ke', 'seniman', 'dalam', 'seni', 'itu', 'kita', 'dituntuk', 'buat', 'ngelakuin', 'eksperimen', 'tanpa', 'batas', 'makanya', 'itu', 'yang', 'bikin', 'seni', 'selalu', 'menarik', 'untuk', 'di', 'eksplorasi']","['dari', 'hasil', 'survey', 'saya', 'ke', 'seniman', 'dalam', 'seni', 'itu', 'kita', 'dituntuk', 'buat', 'ngelakuin', 'eksperimen', 'tanpa', 'batas', 'makanya', 'itu', 'yang', 'bikin', 'seni', 'selalu', 'tarik', 'untuk', 'di', 'eksplorasi']"
1544,1545,gue suka banget baca buku tentang tokohtokoh revolusioner mereka bisa berani keluar dari zona nyaman mereka dan bikin suatu kebijakan atau perubahan yang besar,5,"['gue', 'suka', 'banget', 'baca', 'buku', 'tentang', 'tokohtokoh', 'revolusioner', 'mereka', 'bisa', 'berani', 'keluar', 'dari', 'zona', 'nyaman', 'mereka', 'dan', 'bikin', 'suatu', 'kebijakan', 'atau', 'perubahan', 'yang', 'besar']","['gue', 'suka', 'banget', 'baca', 'buku', 'tokohtokoh', 'revolusioner', 'berani', 'zona', 'nyaman', 'kebijakan', 'perubahan']","['saya', 'suka', 'banget', 'baca', 'buku', 'tentang', 'tokohtokoh', 'revolusioner', 'mereka', 'bisa', 'berani', 'keluar', 'dari', 'zona', 'nyaman', 'mereka', 'dan', 'bikin', 'suatu', 'kebijakan', 'atau', 'perubahan', 'yang', 'besar']","['saya', 'suka', 'banget', 'baca', 'buku', 'tentang', 'tokohtokoh', 'revolusioner', 'mereka', 'bisa', 'berani', 'keluar', 'dari', 'zona', 'nyaman', 'mereka', 'dan', 'bikin', 'suatu', 'bijak', 'atau', 'ubah', 'yang', 'besar']"
1545,1546,menurut aku ya kebebasan berpendapat itu adalah suatu hak yang ngga bisa diganggu gugat setiap orang pasti mempunyai suara dan mempunyai nilai dari suara mereka,5,"['menurut', 'aku', 'ya', 'kebebasan', 'berpendapat', 'itu', 'adalah', 'suatu', 'hak', 'yang', 'ngga', 'bisa', 'diganggu', 'gugat', 'setiap', 'orang', 'pasti', 'mempunyai', 'suara', 'dan', 'mempunyai', 'nilai', 'dari', 'suara', 'mereka']","['kebebasan', 'berpendapat', 'hak', 'ngga', 'diganggu', 'gugat', 'orang', 'suara', 'nilai', 'suara']","['menurut', 'saya', 'ya', 'kebebasan', 'berpendapat', 'itu', 'adalah', 'suatu', 'hak', 'yang', 'tidak', 'bisa', 'diganggu', 'gugat', 'setiap', 'orang', 'pasti', 'mempunyai', 'suara', 'dan', 'mempunyai', 'nilai', 'dari', 'suara', 'mereka']","['turut', 'saya', 'ya', 'bebas', 'dapat', 'itu', 'adalah', 'suatu', 'hak', 'yang', 'tidak', 'bisa', 'ganggu', 'gugat', 'tiap', 'orang', 'pasti', 'punya', 'suara', 'dan', 'punya', 'nilai', 'dari', 'suara', 'mereka']"
1546,1547,imajinasi tuh bisa dibayangkan kaya otot semakin sering kita melatih imajinasi kita maka semakit kuat juga daya imajinasi kita jadi selalu beri ruang untuk bermimpi dan berimajinasi,5,"['imajinasi', 'tuh', 'bisa', 'dibayangkan', 'kaya', 'otot', 'semakin', 'sering', 'kita', 'melatih', 'imajinasi', 'kita', 'maka', 'semakit', 'kuat', 'juga', 'daya', 'imajinasi', 'kita', 'jadi', 'selalu', 'beri', 'ruang', 'untuk', 'bermimpi', 'dan', 'berimajinasi']","['imajinasi', 'dibayangkan', 'kaya', 'otot', 'melatih', 'imajinasi', 'semakit', 'kuat', 'daya', 'imajinasi', 'ruang', 'bermimpi', 'berimajinasi']","['imajinasi', 'tuh', 'bisa', 'dibayangkan', 'kaya', 'otot', 'semakin', 'sering', 'kita', 'melatih', 'imajinasi', 'kita', 'maka', 'semakit', 'kuat', 'juga', 'daya', 'imajinasi', 'kita', 'jadi', 'selalu', 'beri', 'ruang', 'untuk', 'bermimpi', 'dan', 'berimajinasi']","['imajinasi', 'tuh', 'bisa', 'bayang', 'kaya', 'otot', 'makin', 'sering', 'kita', 'latih', 'imajinasi', 'kita', 'maka', 'semakit', 'kuat', 'juga', 'daya', 'imajinasi', 'kita', 'jadi', 'selalu', 'beri', 'ruang', 'untuk', 'mimpi', 'dan', 'imajinasi']"
1547,1548,aku suka banget nonton film indie cerita dari film itu sering kali lebih dalam dan menyentuh dibanding dengan filmfilm yang komersial,5,"['aku', 'suka', 'banget', 'nonton', 'film', 'indie', 'cerita', 'dari', 'film', 'itu', 'sering', 'kali', 'lebih', 'dalam', 'dan', 'menyentuh', 'dibanding', 'dengan', 'filmfilm', 'yang', 'komersial']","['suka', 'banget', 'nonton', 'film', 'indie', 'cerita', 'film', 'kali', 'menyentuh', 'dibanding', 'filmfilm', 'komersial']","['saya', 'suka', 'banget', 'nonton', 'film', 'indie', 'cerita', 'dari', 'film', 'itu', 'sering', 'kali', 'lebih', 'dalam', 'dan', 'menyentuh', 'dibanding', 'dengan', 'filmfilm', 'yang', 'komersial']","['saya', 'suka', 'banget', 'nonton', 'film', 'indie', 'cerita', 'dari', 'film', 'itu', 'sering', 'kali', 'lebih', 'dalam', 'dan', 'sentuh', 'banding', 'dengan', 'filmfilm', 'yang', 'komersial']"
1548,1549,kalian pernah berpikira gimana rasanya hidup di masa depan imajinasi kita bisa jadi ladang jendala untuk kita ke sana,5,"['kalian', 'pernah', 'berpikira', 'gimana', 'rasanya', 'hidup', 'di', 'masa', 'depan', 'imajinasi', 'kita', 'bisa', 'jadi', 'ladang', 'jendala', 'untuk', 'kita', 'ke', 'sana']","['berpikira', 'gimana', 'hidup', 'imajinasi', 'ladang', 'jendala']","['kalian', 'pernah', 'berpikira', 'bagaimana', 'rasanya', 'hidup', 'di', 'masa', 'depan', 'imajinasi', 'kita', 'bisa', 'jadi', 'ladang', 'jendala', 'untuk', 'kita', 'ke', 'sana']","['kalian', 'pernah', 'berpikira', 'bagaimana', 'rasa', 'hidup', 'di', 'masa', 'depan', 'imajinasi', 'kita', 'bisa', 'jadi', 'ladang', 'jendala', 'untuk', 'kita', 'ke', 'sana']"
1549,1550,menulis tuh salah satu terapi dalam diri aku lewat katakata aku bisa mengekspresikan apa yang ada di hati dan pikiranku,5,"['menulis', 'tuh', 'salah', 'satu', 'terapi', 'dalam', 'diri', 'aku', 'lewat', 'katakata', 'aku', 'bisa', 'mengekspresikan', 'apa', 'yang', 'ada', 'di', 'hati', 'dan', 'pikiranku']","['menulis', 'salah', 'terapi', 'katakata', 'mengekspresikan', 'hati', 'pikiranku']","['menulis', 'tuh', 'salah', 'satu', 'terapi', 'dalam', 'diri', 'saya', 'lewat', 'katakata', 'saya', 'bisa', 'mengekspresikan', 'apa', 'yang', 'ada', 'di', 'hati', 'dan', 'pikiranku']","['tulis', 'tuh', 'salah', 'satu', 'terapi', 'dalam', 'diri', 'saya', 'lewat', 'katakata', 'saya', 'bisa', 'ekspresi', 'apa', 'yang', 'ada', 'di', 'hati', 'dan', 'pikir']"
1550,1551,gue selalu tertarik terkait dengan inovasi teknologi baru inovasiinovasi ini yang bikin kita itu lebih dekat ke masa depan yang canggih dan juga kita bisa mengikuti perkembangan dunia secara up to date,5,"['gue', 'selalu', 'tertarik', 'terkait', 'dengan', 'inovasi', 'teknologi', 'baru', 'inovasiinovasi', 'ini', 'yang', 'bikin', 'kita', 'itu', 'lebih', 'dekat', 'ke', 'masa', 'depan', 'yang', 'canggih', 'dan', 'juga', 'kita', 'bisa', 'mengikuti', 'perkembangan', 'dunia', 'secara', 'up', 'to', 'date']","['gue', 'tertarik', 'terkait', 'inovasi', 'teknologi', 'inovasiinovasi', 'canggih', 'mengikuti', 'perkembangan', 'dunia', 'up', 'to', 'date']","['saya', 'selalu', 'tertarik', 'terkait', 'dengan', 'inovasi', 'teknologi', 'baru', 'inovasiinovasi', 'ini', 'yang', 'bikin', 'kita', 'itu', 'lebih', 'dekat', 'ke', 'masa', 'depan', 'yang', 'canggih', 'dan', 'juga', 'kita', 'bisa', 'mengikuti', 'perkembangan', 'dunia', 'secara', 'up', 'to', 'date']","['saya', 'selalu', 'tarik', 'kait', 'dengan', 'inovasi', 'teknologi', 'baru', 'inovasiinovasi', 'ini', 'yang', 'bikin', 'kita', 'itu', 'lebih', 'dekat', 'ke', 'masa', 'depan', 'yang', 'canggih', 'dan', 'juga', 'kita', 'bisa', 'ikut', 'kembang', 'dunia', 'cara', 'up', 'to', 'date']"
1551,1552,menurut gue debat itu bukan soal siapa yang menang tapi soal bagaimana kita bisa saling belajar dan memahami,5,"['menurut', 'gue', 'debat', 'itu', 'bukan', 'soal', 'siapa', 'yang', 'menang', 'tapi', 'soal', 'bagaimana', 'kita', 'bisa', 'saling', 'belajar', 'dan', 'memahami']","['gue', 'debat', 'menang', 'belajar', 'memahami']","['menurut', 'saya', 'debat', 'itu', 'bukan', 'soal', 'siapa', 'yang', 'menang', 'tetapi', 'soal', 'bagaimana', 'kita', 'bisa', 'saling', 'belajar', 'dan', 'memahami']","['turut', 'saya', 'debat', 'itu', 'bukan', 'soal', 'siapa', 'yang', 'menang', 'tetapi', 'soal', 'bagaimana', 'kita', 'bisa', 'saling', 'ajar', 'dan', 'paham']"
1552,1553,setiap kali gue jalan kemanapun gue selalu suka ngeliat karya seni yang dipajang di jalan setiap seni yang gue liat seperti lukisan ataupun mural itu bisa jadi inspirasi hidup gue supaya hidup gue lebih berwarna dan penuh cerita,5,"['setiap', 'kali', 'gue', 'jalan', 'kemanapun', 'gue', 'selalu', 'suka', 'ngeliat', 'karya', 'seni', 'yang', 'dipajang', 'di', 'jalan', 'setiap', 'seni', 'yang', 'gue', 'liat', 'seperti', 'lukisan', 'ataupun', 'mural', 'itu', 'bisa', 'jadi', 'inspirasi', 'hidup', 'gue', 'supaya', 'hidup', 'gue', 'lebih', 'berwarna', 'dan', 'penuh', 'cerita']","['kali', 'gue', 'jalan', 'kemanapun', 'gue', 'suka', 'ngeliat', 'karya', 'seni', 'dipajang', 'jalan', 'seni', 'gue', 'liat', 'lukisan', 'mural', 'inspirasi', 'hidup', 'gue', 'hidup', 'gue', 'berwarna', 'penuh', 'cerita']","['setiap', 'kali', 'saya', 'jalan', 'kemanapun', 'saya', 'selalu', 'suka', 'melihat', 'karya', 'seni', 'yang', 'dipajang', 'di', 'jalan', 'setiap', 'seni', 'yang', 'saya', 'liat', 'seperti', 'lukisan', 'ataupun', 'mural', 'itu', 'bisa', 'jadi', 'inspirasi', 'hidup', 'saya', 'supaya', 'hidup', 'saya', 'lebih', 'berwarna', 'dan', 'penuh', 'cerita']","['tiap', 'kali', 'saya', 'jalan', 'mana', 'saya', 'selalu', 'suka', 'lihat', 'karya', 'seni', 'yang', 'pajang', 'di', 'jalan', 'tiap', 'seni', 'yang', 'saya', 'liat', 'seperti', 'lukis', 'atau', 'mural', 'itu', 'bisa', 'jadi', 'inspirasi', 'hidup', 'saya', 'supaya', 'hidup', 'saya', 'lebih', 'warna', 'dan', 'penuh', 'cerita']"
1553,1554,menurut gue pribadi buku bisa jada jendela dunia lewat membaca kita bisa mengunjungi tempattempat yang belum pernah kita datangi dan juga seringkali kita terbawa alur cerita di dalamnya,5,"['menurut', 'gue', 'pribadi', 'buku', 'bisa', 'jada', 'jendela', 'dunia', 'lewat', 'membaca', 'kita', 'bisa', 'mengunjungi', 'tempattempat', 'yang', 'belum', 'pernah', 'kita', 'datangi', 'dan', 'juga', 'seringkali', 'kita', 'terbawa', 'alur', 'cerita', 'di', 'dalamnya']","['gue', 'pribadi', 'buku', 'jada', 'jendela', 'dunia', 'membaca', 'mengunjungi', 'tempattempat', 'datangi', 'seringkali', 'terbawa', 'alur', 'cerita', 'dalamnya']","['menurut', 'saya', 'pribadi', 'buku', 'bisa', 'jada', 'jendela', 'dunia', 'lewat', 'membaca', 'kita', 'bisa', 'mengunjungi', 'tempattempat', 'yang', 'belum', 'pernah', 'kita', 'datangi', 'dan', 'juga', 'seringkali', 'kita', 'terbawa', 'alur', 'cerita', 'di', 'dalamnya']","['turut', 'saya', 'pribadi', 'buku', 'bisa', 'jada', 'jendela', 'dunia', 'lewat', 'baca', 'kita', 'bisa', 'unjung', 'tempattempat', 'yang', 'belum', 'pernah', 'kita', 'datang', 'dan', 'juga', 'seringkali', 'kita', 'bawa', 'alur', 'cerita', 'di', 'dalam']"
1554,1555,tiap orang pasti mempunyai sisi kreatif yang selalu bisa dikembangkan tinggal gimana kita mau berusaha unruk mengembangkan ke kreativitasan kita hidup harus penuh dengan ide dan imajinasi,5,"['tiap', 'orang', 'pasti', 'mempunyai', 'sisi', 'kreatif', 'yang', 'selalu', 'bisa', 'dikembangkan', 'tinggal', 'gimana', 'kita', 'mau', 'berusaha', 'unruk', 'mengembangkan', 'ke', 'kreativitasan', 'kita', 'hidup', 'harus', 'penuh', 'dengan', 'ide', 'dan', 'imajinasi']","['orang', 'sisi', 'kreatif', 'dikembangkan', 'tinggal', 'gimana', 'berusaha', 'unruk', 'mengembangkan', 'kreativitasan', 'hidup', 'penuh', 'ide', 'imajinasi']","['tiap', 'orang', 'pasti', 'mempunyai', 'sisi', 'kreatif', 'yang', 'selalu', 'bisa', 'dikembangkan', 'tinggal', 'bagaimana', 'kita', 'mau', 'berusaha', 'unruk', 'mengembangkan', 'ke', 'kreativitasan', 'kita', 'hidup', 'harus', 'penuh', 'dengan', 'ide', 'dan', 'imajinasi']","['tiap', 'orang', 'pasti', 'punya', 'sisi', 'kreatif', 'yang', 'selalu', 'bisa', 'kembang', 'tinggal', 'bagaimana', 'kita', 'mau', 'usaha', 'unruk', 'kembang', 'ke', 'kreativitas', 'kita', 'hidup', 'harus', 'penuh', 'dengan', 'ide', 'dan', 'imajinasi']"
1555,1556,musik itu juga bagian dari bahasa musik bisa jadi bahasa universal di setiap nadanya musik bisa menghubungkan orangorang di seluruh dunia,5,"['musik', 'itu', 'juga', 'bagian', 'dari', 'bahasa', 'musik', 'bisa', 'jadi', 'bahasa', 'universal', 'di', 'setiap', 'nadanya', 'musik', 'bisa', 'menghubungkan', 'orangorang', 'di', 'seluruh', 'dunia']","['musik', 'bahasa', 'musik', 'bahasa', 'universal', 'nadanya', 'musik', 'menghubungkan', 'orangorang', 'dunia']","['musik', 'itu', 'juga', 'bagian', 'dari', 'bahasa', 'musik', 'bisa', 'jadi', 'bahasa', 'universal', 'di', 'setiap', 'nadanya', 'musik', 'bisa', 'menghubungkan', 'orangorang', 'di', 'seluruh', 'dunia']","['musik', 'itu', 'juga', 'bagi', 'dari', 'bahasa', 'musik', 'bisa', 'jadi', 'bahasa', 'universal', 'di', 'tiap', 'nada', 'musik', 'bisa', 'hubung', 'orangorang', 'di', 'seluruh', 'dunia']"
1556,1557,menurut gue pribadi seni bisa jadi bentuk protes yang paling damai lewat karya yang kita buat kita bisa menyuarakan apa yang kita rasakan,5,"['menurut', 'gue', 'pribadi', 'seni', 'bisa', 'jadi', 'bentuk', 'protes', 'yang', 'paling', 'damai', 'lewat', 'karya', 'yang', 'kita', 'buat', 'kita', 'bisa', 'menyuarakan', 'apa', 'yang', 'kita', 'rasakan']","['gue', 'pribadi', 'seni', 'bentuk', 'protes', 'damai', 'karya', 'menyuarakan', 'rasakan']","['menurut', 'saya', 'pribadi', 'seni', 'bisa', 'jadi', 'bentuk', 'protes', 'yang', 'paling', 'damai', 'lewat', 'karya', 'yang', 'kita', 'buat', 'kita', 'bisa', 'menyuarakan', 'apa', 'yang', 'kita', 'rasakan']","['turut', 'saya', 'pribadi', 'seni', 'bisa', 'jadi', 'bentuk', 'protes', 'yang', 'paling', 'damai', 'lewat', 'karya', 'yang', 'kita', 'buat', 'kita', 'bisa', 'suara', 'apa', 'yang', 'kita', 'rasa']"
1557,1558,kalian ada yang tau sustainable living entah kenapa gue suka banget sama konsep satu ini dalam konsep ini kita jadi bisa tahu dan bisa lebih menghargai alam supaya hidup kita jauh lebih seimbang,5,"['kalian', 'ada', 'yang', 'tau', 'sustainable', 'living', 'entah', 'kenapa', 'gue', 'suka', 'banget', 'sama', 'konsep', 'satu', 'ini', 'dalam', 'konsep', 'ini', 'kita', 'jadi', 'bisa', 'tahu', 'dan', 'bisa', 'lebih', 'menghargai', 'alam', 'supaya', 'hidup', 'kita', 'jauh', 'lebih', 'seimbang']","['sustainable', 'living', 'gue', 'suka', 'banget', 'konsep', 'konsep', 'menghargai', 'alam', 'hidup', 'seimbang']","['kalian', 'ada', 'yang', 'tahu', 'sustainable', 'living', 'entah', 'kenapa', 'saya', 'suka', 'banget', 'sama', 'konsep', 'satu', 'ini', 'dalam', 'konsep', 'ini', 'kita', 'jadi', 'bisa', 'tahu', 'dan', 'bisa', 'lebih', 'menghargai', 'alam', 'supaya', 'hidup', 'kita', 'jauh', 'lebih', 'seimbang']","['kalian', 'ada', 'yang', 'tahu', 'sustainable', 'living', 'entah', 'kenapa', 'saya', 'suka', 'banget', 'sama', 'konsep', 'satu', 'ini', 'dalam', 'konsep', 'ini', 'kita', 'jadi', 'bisa', 'tahu', 'dan', 'bisa', 'lebih', 'harga', 'alam', 'supaya', 'hidup', 'kita', 'jauh', 'lebih', 'imbang']"
1558,1559,kadang dari kegagalan kita bisa belajar lebih banyak daripada kesuksesan jangan takut kalau gagal dan jangan takut juga untuk bereksperimen program baru,5,"['kadang', 'dari', 'kegagalan', 'kita', 'bisa', 'belajar', 'lebih', 'banyak', 'daripada', 'kesuksesan', 'jangan', 'takut', 'kalau', 'gagal', 'dan', 'jangan', 'takut', 'juga', 'untuk', 'bereksperimen', 'program', 'baru']","['kadang', 'kegagalan', 'belajar', 'kesuksesan', 'takut', 'gagal', 'takut', 'bereksperimen', 'program']","['kadang', 'dari', 'kegagalan', 'kita', 'bisa', 'belajar', 'lebih', 'banyak', 'daripada', 'kesuksesan', 'jangan', 'takut', 'kalau', 'gagal', 'dan', 'jangan', 'takut', 'juga', 'untuk', 'bereksperimen', 'program', 'baru']","['kadang', 'dari', 'gagal', 'kita', 'bisa', 'ajar', 'lebih', 'banyak', 'daripada', 'sukses', 'jangan', 'takut', 'kalau', 'gagal', 'dan', 'jangan', 'takut', 'juga', 'untuk', 'eksperimen', 'program', 'baru']"
1559,1560,setiap kali gue jalan melihat pemandangan alam gue selalu merasa kecil dan kagum pada ciptaan tuhan,5,"['setiap', 'kali', 'gue', 'jalan', 'melihat', 'pemandangan', 'alam', 'gue', 'selalu', 'merasa', 'kecil', 'dan', 'kagum', 'pada', 'ciptaan', 'tuhan']","['kali', 'gue', 'jalan', 'pemandangan', 'alam', 'gue', 'kagum', 'ciptaan', 'tuhan']","['setiap', 'kali', 'saya', 'jalan', 'melihat', 'pemandangan', 'alam', 'saya', 'selalu', 'merasa', 'kecil', 'dan', 'kagum', 'pada', 'ciptaan', 'tuhan']","['tiap', 'kali', 'saya', 'jalan', 'lihat', 'pandang', 'alam', 'saya', 'selalu', 'rasa', 'kecil', 'dan', 'kagum', 'pada', 'cipta', 'tuhan']"
1560,1561,gue percaya ajaa kalau setiap orang pasti bisa jadi ilmuwan di bidangnya masingmasing asal dia punya rasa keingin tahuan yang besar dan juga optimistis yang tinggi,5,"['gue', 'percaya', 'ajaa', 'kalau', 'setiap', 'orang', 'pasti', 'bisa', 'jadi', 'ilmuwan', 'di', 'bidangnya', 'masingmasing', 'asal', 'dia', 'punya', 'rasa', 'keingin', 'tahuan', 'yang', 'besar', 'dan', 'juga', 'optimistis', 'yang', 'tinggi']","['gue', 'percaya', 'ajaa', 'orang', 'ilmuwan', 'bidangnya', 'masingmasing', 'keingin', 'tahuan', 'optimistis']","['saya', 'percaya', 'ajaa', 'kalau', 'setiap', 'orang', 'pasti', 'bisa', 'jadi', 'ilmuwan', 'di', 'bidangnya', 'masingmasing', 'asal', 'dia', 'punya', 'rasa', 'keingin', 'tahuan', 'yang', 'besar', 'dan', 'juga', 'optimistis', 'yang', 'tinggi']","['saya', 'percaya', 'ajaa', 'kalau', 'tiap', 'orang', 'pasti', 'bisa', 'jadi', 'ilmuwan', 'di', 'bidang', 'masingmasing', 'asal', 'dia', 'punya', 'rasa', 'ingin', 'tahu', 'yang', 'besar', 'dan', 'juga', 'optimistis', 'yang', 'tinggi']"
1561,1562,menurut gue teknologi bisa jadi alat untuk bantu kita dalam mencapai impian lewat teknologi kita bisa mencari tahu apa saja yang kita belum pernah tahu sebelumnya kita juga bisa mengexplore sesuatu terkait dengan kepentingan kita,5,"['menurut', 'gue', 'teknologi', 'bisa', 'jadi', 'alat', 'untuk', 'bantu', 'kita', 'dalam', 'mencapai', 'impian', 'lewat', 'teknologi', 'kita', 'bisa', 'mencari', 'tahu', 'apa', 'saja', 'yang', 'kita', 'belum', 'pernah', 'tahu', 'sebelumnya', 'kita', 'juga', 'bisa', 'mengexplore', 'sesuatu', 'terkait', 'dengan', 'kepentingan', 'kita']","['gue', 'teknologi', 'alat', 'bantu', 'mencapai', 'impian', 'teknologi', 'mencari', 'mengexplore', 'terkait', 'kepentingan']","['menurut', 'saya', 'teknologi', 'bisa', 'jadi', 'alat', 'untuk', 'bantu', 'kita', 'dalam', 'mencapai', 'impian', 'lewat', 'teknologi', 'kita', 'bisa', 'mencari', 'tahu', 'apa', 'saja', 'yang', 'kita', 'belum', 'pernah', 'tahu', 'sebelumnya', 'kita', 'juga', 'bisa', 'mengexplore', 'sesuatu', 'terkait', 'dengan', 'kepentingan', 'kita']","['turut', 'saya', 'teknologi', 'bisa', 'jadi', 'alat', 'untuk', 'bantu', 'kita', 'dalam', 'capai', 'impi', 'lewat', 'teknologi', 'kita', 'bisa', 'cari', 'tahu', 'apa', 'saja', 'yang', 'kita', 'belum', 'pernah', 'tahu', 'belum', 'kita', 'juga', 'bisa', 'mengexplore', 'sesuatu', 'kait', 'dengan', 'penting', 'kita']"
